id,@context,team,newspaper,keywords,headline,videos,articleBody,images,url,dateCreated,datePublished
45092017-01-23T16:27:27.312782,http://schema.org,madrid,marca,"Real Madrid,Primera División,Luka Modric,LaLiga Fantasy",Buenas noticias para Modric y malas para Marcelo,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_psyj5exn,"Modric y Marcelo han pasado pruebas médicas en la mañana de hoy, con resultados optimistas para el primero y muy malas noticias para el segundo. Luka Modric sólo sufre una sobrecarga en el aductor largo de la pierna derecha y estará de baja unos diez días, siempre dependiendo de la evolución del jugador. Pero lo más importante es que no tendrá ningún problema para estar en el duelo de ida de octavos de la Champions ante el Nápoles. Peores noticias arrojaron las pruebas de Marcelo, para el que se confirmaron los peores augurios. El brasileño sufre una rotura de grado II en el bíceps femoral izquierdo y estará fuera de los terrenos de juego alrededor de un mes. Se perderá, casi con total seguridad, los encuentros ante el Celta (Copa y Liga), Real Sociedad, Osasuna, Espanyol, Valencia y Villarreal (Liga) y Nápoles (Champions), además de unas hipotéticas semifinales de Copa, siempre y cuando se logre la remontada este miércoles.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/23/14851693139396.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_psyj5exn/width/660/cache_st/20170123122636/type/2/bgcolor/000000/0_psyj5exn.jpg",http://www.marca.com/futbol/real-madrid/2017/01/23/5885e2d7468aebf3508b45b5.html,2017-01-23T16:27:27.312782,2017-01-23T12:02:54+01:00
70182017-01-23T16:27:27.493679,http://schema.org,madrid,marca,"Real Madrid,Cristiano Ronaldo,Primera División","Cristiano, James y Danilo se entrenan al margen del grupo",,"El Real Madrid empezó a preparar el partido ante el Celta del miércoles sin Cristiano Ronaldo, Danilo y James, que se quedaron entrenando en el gimnasio, al margen del grupo. Los tres siguen siendo duda a poco más de 48 horas de jugar en Balaídos. Tampoco estuvieron los lesionados Marcelo, Modric, Bale, Pepe y Carvajal, con sus diferentes procesos de recuperación. La principal novedad de la sesión estuvo en la presencia de Tejero, lateral izquierdo, que tiene muchas opciones de entrar en la convocatoria de mañana para viajar a Vigo. También estuvo trabajando con el primer equipo Enzo Zidane. El entrenamiento estuvo marcado por el trabajo de posesión de balón y presión, armas con las que el Madrid espera lograr la remontada en Balaídos.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/23/14851741257098.jpg,http://www.marca.com/futbol/real-madrid/2017/01/23/5885f5a4468aeb09328b45b6.html,2017-01-23T16:27:27.493679,2017-01-23T13:23:07+01:00
63152017-01-23T16:27:28.532032,http://schema.org,madrid,marca,Real Madrid,"¡El Supremo considera ""humorístico"" el vídeo de las hienas de TV3!",http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_pgj62pzl,"El Tribunal Supremo ha rechazado la demanda que el Real Madrid presentó en 2013 por un vídeo de TV3 en el que se comparaba a los jugadores blancos con un grupo de hienas, según informa El Mundo, simbolizando la agresividad del por entonces equipo de José Mourinho cuando jugaba contra el Barça.En concreto, el vídeo fue emitido por Esport3, canal deportivo de la autonómica catalana, antes de la vuelta de semifinales de Copa entre ambos equipos en ese año. El Real Madrid reclamaba seis millones de euros por intromisión ilegítima en el derecho al honor. La Sala de lo Civil considera que TV3 hizo un tratamiento ""crítico, sarcástico y humorístico de la rivalidad entre los dos equipos y de la polémica sobre la agresividad de los futbolistas"". Lo califica de ""provocador"", pero considera que no supera los límites admisibles en este tipo de programas deportivos.",http://v.uecdn.es/p/110/thumbnail/entry_id/0_pgj62pzl/width/660/cache_st/20170123143029/type/2/bgcolor/000000/0_pgj62pzl.jpg,http://www.marca.com/futbol/real-madrid/2017/01/23/58860554e5fdeab2188b4691.html,2017-01-23T16:27:28.532032,2017-01-23T14:30:28+01:00
89082017-01-23T16:27:28.565194,http://schema.org,atletico,marca,Atlético de Madrid,El presidente del Grupo Wanda deleitó a sus empleados con sus dotes musicales,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_yc2q0n0z,"Wang Jianlin, presidente del gigante chino Wanda, que dará nombre al nuevo estadio del Atlético de Madrid Wanda-Metropolitano, deleito a sus empleados con varias piezas musicales durante la gala anual de la empresa.",http://v.uecdn.es/p/110/thumbnail/entry_id/0_yc2q0n0z/width/660/cache_st/20170117224055/type/2/bgcolor/000000/0_yc2q0n0z.jpg,http://www.marca.com/futbol/atletico/2017/01/17/587e8f32468aeb18048b4663.html,2017-01-23T16:27:28.565194,2017-01-17T22:40:54+01:00
63022017-01-23T16:27:29.729685,http://schema.org,atletico,marca,"Atlético de Madrid,Primera División,fútbol",Atlético internacional,,"El Campeonato Sudamericano sub 20 arranca en Ecuador y el Atlético tiene representación en el torneo. Concretamente son dos los futbolistas rojiblancos convocados con las categorías inferiores de sus respectivos combinados nacionales. Caio Henrique, jugador del filial pero habitual en los ensayos del primer equipo, entró en la lista de Brasil, que hace su debut ante la selección anfitriona, Ecuador, el jueves 19 de enero a las 01.15, hora peninsular española. También Nicolás Schiappacasse ha sido convocado con Uruguay, que jugará su primer choque del campeonato ante Venezuela el jueves 19 de enero a las 23.00 horas. Ambos jugadores, a pesar de no tener ficha con el primer plantel, han sido llamados en varias ocasiones por Simeone. En el caso del charrúa, entró en la lista del Cholo para el encuentro liguero en Pamplona, pero finalmente fue el descarte del técnico argentino para el duelo ante Osasuna. El brasileño, por su parte, sí que llegó a debutar con el primer equipo del Atlético... y como titular. Fue en la ida de los dieciseisavos de Copa ante el Guijuelo, con el 27 a la espalda. Caio entró en el once de Simeone y disputó 69 minutos sobre el césped de El Helmántico. Por su parte, Thomas Partey fue titular con Ghana y disputó los 90 minutos en su debut en la Copa África. La selección del jugador del Atlético venció 1-0 a Uganda gracias al tanto de André Ayew en el minuto 32 de penalti. El 22 rojiblanco es una baja sensible para Simeone en el centro del campo, con el que ha jugado 248 minutos repartidos en ocho encuentros en la presente campaña. Con las bajas de Augusto y Tiago, su participación se antojaba imprescindible en un mes de enero cargado de partidos para el Atlético entre Liga y Copa.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/17/14846783552814.jpg,http://www.marca.com/futbol/atletico/2017/01/18/587e70fc22601d11298b462e.html,2017-01-23T16:27:29.729685,2017-01-18T08:50:59+01:00
47382017-01-23T16:27:30.294061,http://schema.org,atletico,marca,"Atlético de Madrid,Primera División,Copa del Rey",Simeone reparte juego,,"El Atlético afronta un momento de la temporada en el que el hecho de estar vivo en Copa le genera una exigencia que no tendrán algunos de sus rivales por las posiciones de privilegio de la Liga -el Sevilla y el Villarreal ya han sido eliminados-. Pero lo cierto es que en el club rojiblanco no se pueden permitir tropiezo alguno en ninguna de las dos competiciones, con lo que Simeone tiene que hilar más fino que nunca a la hora de confeccionar onces competitivos sin olvidarse de repartir convenientemente los esfuerzos.No en vano, desde la temporada 13-14, cuando el Atlético terminó conquistando la Liga y llegando a la final de la Champions, no figuraban a estas alturas de curso cuatro futbolistas con más de 2.000 minutos en sus piernas, algo que sí sucede en el presente ejercicio y que desde el cuerpo técnico tratan ahora de equilibrar en la medida de lo posible. Godín (2.250), Koke (2.192), Griezmann (2.131) y Gabi (2.059) han superado ya esa barrera, mientras que en la 13-14 eran Juanfran, Miranda, Filipe, Gabi y Koke los que más cargados de minutos se encontraban mediado el mes de enero.Así las cosas, Simeone ha trazado un plan para no sobrecargar a determinados jugadores y tiene en mente dar descanso a dos de esos cuatro futbolistas que más tiempo han pasado sobre el verde en lo que va de campaña. Serán Godín y Gabi -los más veteranos de ese grupo de cuatro- los que, si nos atenemos a la prueba realizada en el ensayo de ayer, gozarán de un respiro copero pensando en el próximo compromiso en Bilbao frente al Athletic del próximo domingo.Y es que el Atlético disputará cuatro encuentros de máxima exigencia en un plazo de 10 días. Será en ese periodo de tiempo en el que tenga que defender la reconquistada cuarta plaza liguera y tratar de recortar distancias con sus predecesores -ante Athletic, a domicilio, y Leganés, en el Calderón-, además de buscar las semifinales de Copa contra el Eibar en una eliminatoria en la que el frío también apunta a tener un papel protagonista, lo que añadirá cierta complejidad al doble enfrentamiento contra el conjunto armero.El problema con el que cuenta Simeone a la hora de repartir esfuerzos pasa por la profundidad del plantel que tiene a su disposición. El argentino echa un ojo al fondo de armario y lo ve casi vacío por culpa de las lesiones. De los 23 futbolistas que conforman el plantel cuatro están lesionados -Oblak, Augusto, Tiago y Lucas-, uno más se encuentra con su selección disputando la Copa África -Thomas- y otro no entra en sus planes -Cerci-, con lo que realmente sólo dispone de 17 efectivos para afrontar un tramo de curso que puede definir la temporada, ya que en juego está la posibilidad de disputar una final y la certeza de mirar hacia arriba o hacia abajo en el campeonato liguero.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/17/14846782542790.jpg,http://www.marca.com/futbol/atletico/2017/01/18/587e649522601dad1a8b4622.html,2017-01-23T16:27:30.294061,2017-01-18T08:49:48+01:00
50882017-01-23T16:27:30.358308,http://schema.org,atletico,marca,"Atlético de Madrid,Primera División",Koke es el hombre de los mil pases,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_6fdl1rnm,"El juego del Atlético pasa por su eje y ahí, en la sala de máquinas, está Koke. El canterano rojiblanco lleva la batuta del equipo -más ahora que se ubica en el centro-. Lo hace con mano firme, con visión de juego y con un pase, otro, otro y otro... El equipo de Simeone sabe aprovecharse de ello y desde sus botas el 6 rojiblanco reparte juego a sus compañeros. De hecho, los datos revelan la importancia del centrocampista para el equipo. Koke es el hombre del Atlético que más pases ha dado en lo que llevamos de Liga. Las entregas buenas que ha completado el de Vallecas ascienden a 1067, más que ningún otro pupilo del Cholo y uno de los que más del campeonato.Alcanzar los mil pases en la competición doméstica no es una tarea fácil. No en vano, tan solo tres jugadores lo habían conseguido antes de que lo hiciese Koke. N'Zonzi en el Sevilla, Illarramendi para la Real Sociedad y Roque Mesa en Las Palmas eran los únicos tres hombres que habían realizado mil pases. Hasta que desde el Calderón contra el Betis se coló Koke. El motor del Atlético ha necesitado 17 duelos de la competición doméstica, los 17 como titular, para superar la barrera del millar.Pero además, Koke es el jugador que más veces ha superado la centena de pases intentados en un partido. El primer duelo en el que trató de aliarse con sus compañeros más de 100 veces fue contra el Sporting, en la cuarta jornada liguera. El partido en el que más veces buscó a sus compañeros fue contra el Deportivo, en la sexta fecha, cuando intentó hasta 110 pases y sólo falló cinco, su mejor registro en un compromiso de la Liga desde que se inició el presente curso. Después intentó 108 contra el Valencia, completando 95. Antes de que acabase el año, Koke volvió a llegar a esa centena de pases intentados. Fue contra el Espanyol en la jornada 14. 90 de ellos llegaron a su destino.La última vez que logró superar la centena de pases intentados hacia sus compañeros fue el pasado fin de semana, en la visita del Betis al Calderón. Koke se colocó en el centro, aunque también tuvo minutos en ambas bandas a medida que avanzó el encuentro frente a los verdiblancos.El canterano intentó un total de 106 pases de los cuales acertó 86. Fue el jugador de todo el partido que mejor registro tuvo en este aspecto, con un porcentaje de acierto del 81%. Cuando se cumplió el primer cuarto de hora de partido, Koke ya había dado 61 pases y con ellos llegaba a los mil este curso, lo que le llevaba directamente a un club de lo más selecto.Con los datos en la mano, el juego que genera Koke para el Atlético bien puede quedar explicado con el tiempo que tarda el 6 rojiblanco en dar un pase bueno: exactamente 84 segundos. Koke se asocia una vez cada menos de un minuto y medio con un compañero. Sin duda, un socio fiable.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/17/14846804086105.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_6fdl1rnm/width/660/cache_st/20170118104451/type/2/bgcolor/000000/0_6fdl1rnm.jpg",http://www.marca.com/futbol/atletico/2017/01/18/587e6d1822601db11a8b4657.html,2017-01-23T16:27:30.358308,2017-01-18T08:51:28+01:00
59612017-01-23T16:27:30.645586,http://schema.org,atletico,marca,Atlético de Madrid,En Inglaterra afirman que el United está dispuesto a pagar los 100 millones de la cláusula de Griezmann,,"En Inglaterra insisten en vincular el futuro de Antoine Griezmann con la Premier League. Y es que 'Independent' publica que el Manchester United está cada vez más seguro de fichar al francés este próximo verano.El diario británico afirma que representantes del United llevan hablando con el entorno del delantero desde el final de la Eurocopa de Francia. Además, asegura que el traspaso del francés se convertirá en el más caro de la historia del fútbol al verse obligado a pagar los 100 millones de euros (más impuestos) de la cláusula de rescisión del galo.Según este diario, las conversaciones estarían muy avanzadas e incluso el Manchester United y Griezmann ya habrían acordado el sueldo y el número del jugador. También mencionan que la presencia de Pogba en el equipo es una de las razones que podrían provocar la marcha del francés.Antoine Griezmann, gran estrello del Atlético de Madrid, renovó su contrato con el equipo rojiblanco el pasado verano hasta el 30 de junio de 2021 con una cláusula de 100 millones de euros.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/18/14847334068062.jpg,http://www.marca.com/futbol/atletico/2017/01/18/587f3c01e2704eba3d8b45e0.html,2017-01-23T16:27:30.645586,2017-01-18T10:59:24+01:00
9242017-01-23T16:27:30.878396,http://schema.org,barca,marca,"FC Barcelona,Primera División",La oportunidad de Rakitic,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_m4v003el,"¿Qué pasa con Rakitic? esta pregunta rondaba por la cabeza de muchos aficionados azulgrana cuando, tras el empate en el Clásico, el croata desapareció de las alineaciones de Luis Enrique. Ahora, tras su gran partido en Ipurúa y la inoportuna lesión de Busquets, Rakitic se plantea como la opción más atractiva para ocupar ese vacío en el mediocampo que deja el canterano. Es, sin duda, la gran oportunidad del croata.Fue, sin duda, uno de los grandes vencedores de la batalla de Ipurúa. A los ocho minutos de juego, Busquets cayó lesionado y Luis Enrique optó por dar entrada a Denis Suárez y situar a Rakitic como mediocentro defensivo. La jugada no pudo salirle mejor. Denis abrió el marcador y el croata se hizo con el mediocampo, se hartó a recuperar balones -hasta catorce- y ofreció una salida de balón limpia en medio del asfixiante pressing del conjunto armero.El puente, ese por el que se tiraría Rakitic como muestra de fe hacia Luis Enrique, es el que tiende ahora el croata para olvidar viejas rencillas o simples dudas futbolísticas. Sin Busquets, Mascherano o Rakitic son las dos opcione que se le plantean a Luis Enrique para sustituir a una de las piezas fundamentales en el funcionamiento de este Barça. El 'jefecito' tiene a su favor que ya conoce las tareas asignadas a esa posición, que de hecho es su lugar natural en el campo hasta que llegó al Barça y se reconvirtió a central. También sabe de que va el asunto Rakitic, que circunstancialmente ha tenido que ocupar posiciones parecidas en su etapa en el Sevilla e incluso con Croacia. A su favor, el '4' del Barça ofrece una mejor salida de balón que su compañero y un desplazamiento en largo que garantiza el factor sorpresa ante presiones adelantadas, cada vez más comunes, del equipo rival.El puente hacia la tranquilidad conduce hacia Croacia. Ahora sólo falta saber si Luis Enrique está decidido a cruzarlo. El futuro más próximo del mediocampo del Barcelona depende de ello.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/22/14851237411686.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_m4v003el/width/660/cache_st/2017012395705/type/2/bgcolor/000000/0_m4v003el.jpg",http://www.marca.com/futbol/barcelona/2017/01/23/5885363ae5fdea491e8b4628.html,2017-01-23T16:27:30.878396,2017-01-23T09:00:11+01:00
4152017-01-23T16:27:30.936769,http://schema.org,atletico,marca,"Atlético de Madrid,Primera División",Cerezo tampoco descarta un cambio del himno,,"El presidente del Atlético de Madrid, Enrique Cerezo, asegura que el cambio de estadio, para la próxima temporada, ha sido ""muy bien acogido"" por la masa social del club, se mostró convencido de que ""los accesos llegarán"" y defendió ""la evolución del escudo"", porque ""el sentimiento es el mismo"".El dirigente rojiblanco, entrevistado en el programa Espejo Público de Antena 3, opinó sobre el futuro inmediato del club, con nuevo estadio, escudo y, quizá, nuevo himno -""todo llegará- y envió un mensaje de tranquilidad en relación con la situación del técnico Diego Simeone.""El cambio de estadio ha sido muy bien acogido. Casi el cien por cien -de los socios- están convencidos de que significa un cambio a mejor. Es tener un estadio moderno, con las nuevas tecnologías, con una capacidad ya de 75.000 o 72.000 espectadores, con un parking genial, con una estación de metro a los pies del estadio, la más grande de Madrid y con ventajas y comodidades que nadie puede decir que no"", enfatizó.Cerezo se mostró convencido de que los accesos al nuevo estadio estarán a tiempo para la próxima temporada, cuando el club acometa el traslado, pese a las diferencias de criterio que han mantenido el Ayuntamiento con la Comunidad de Madrid.""Cuando se inaugura un estadio, lo más importante es que la comodidad para llegar sea buena. Nosotros hemos tenido durante 50 años un estadio fantástico, pero que no estaba bien ubicado por cómo creció Madrid. Era un estadio incómodo para llegar y para salir"".""Éste es un estadio que va a ser muy cómodo, pero todo hay que hacerlo. Yo creo que los accesos llegarán, pero que todo el mundo sepa que, en cualquier estadio del mundo, entrar y salir siempre hay dificultades porque es muchísima gente la que acude"", añadió el dirigente, que confió en que las obras empiecen ""a finales de enero o principios de febrero"", agregó.El presidente del Atlético considera que la afición ha entendido que el nombre del nuevo estadio (Wanda Metropolitano) le permite generar ingresos necesarios para seguir creciendo.""Para tener grandes jugadores y grandes entrenadores, hacen falta ingresos y nosotros tenemos unos ingresos que hay que apurar al máximo. El que se llame Wanda Metropolitano nos da unos ingresos superiores para poder continuar en esta línea ascendente de los últimos años"", declaró.""Hemos tenido una gran suerte de tener un 'sponsor' como Wanda que paga el dinero que paga y que encima es socio y accionista del Atlético de Madrid"", añadió.Cerezo desmintió que el grupo Wanda, propietario del 20 por ciento del club, quiera aumentar su participación en el accionariado. ""La única ilusión que tiene en su andadura es que los niños que están aquí, que son 140, en su día, puedan llegar a la selección china"", afirmó.Tampoco descartó un cambio de himno. ""Todo llegará, pero el sentimiento del himno seguirá siendo el mismo estemos en el Calderón o en el Wanda Metropolitano"", expresó Enrique Cerezo que afirmó todos están ""orgullosísimos"" del himno que hizo Joaquín Sabina, del que dijo que ""no es un músico, realmente es un poeta"".Y sobre la polémica generada por el cambio de escudo, lo defendió como una ""evolución"". ""No es ningún cambio, sino una evolución. Desde los últimos 40 años, sin que nadie se diese cuenta se ha ido cambiando sin que nadie supiese por qué se modificaba o evolucionaba. Ayer, se dio a conocer un nuevo escudo del Juventus y a mí me gustaría que la gente opinase de lo que es un cambio de escudo, no lo que hemos hecho nosotros que es una pequeña evolución"".""Básicamente el escudo es el mismo. el escudo anterior llevaba siete u ocho colores y era un problema para imprentas y diseños. Éste lleva los colores básicos, el blanco, el rojo y el azul, que son los colores que siempre ha llevado el Atlético. No hay ningún problema, el escudo es el mismo y el sentimiento tiene que ser el mismo"", destacó.El presidente defendió el crecimiento del club, a punto de alcanzar los 100.000 socios, y que ha cerrado acuerdos internacionales en India y Francia. Además, confirmó que está negociando para crear otra franquicia en México.""Estamos intentando cerrar y formalizar un acuerdo con el San Luis de Potosí, que es un equipo importante en México y veremos a ver cómo acaba"".También defendió la trayectoria del equipo esta temporada -en cuartos en Copa y Liga de Campeones- y no descartó la Liga, cuando aún falta media temporada.Cerezo no se mostró preocupado por la posible marcha de Diego Simeone, aunque dijo que, como todos los atléticos, se muestra orgulloso de la dependencia que hay del entrenador argentino.""La institución estará siempre donde tiene que estar, conmigo, sin mí, con Simeone, sin Simeone, con Miguel Ángel Gil o sin él porque es un equipo importante. Lo ha demostrado en los ciento y muchos años que ya tenemos de existencia. Simeone es un valor importantísimo y no me extraña que tengamos dependencia de él, porque es normal y además estamos orgullosos de tener dependencia de él"", resaltó.Y negó que haya algún tipo de enfrentamiento entre una parte de la afición y su entrenador. ""La afición está con el entrenador y todos los directivos, también. Todos estamos contentísimos con él y nos tenemos que dar cuenta de que ningún equipo de España siempre gana todo"", dijo.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/18/14847367850534.jpg,http://www.marca.com/futbol/atletico/2017/01/18/587f480622601de65e8b459d.html,2017-01-23T16:27:30.936769,2017-01-18T12:16:34+01:00
21752017-01-23T16:27:31.095019,http://schema.org,atletico,marca,"Atlético de Madrid,Copa del Rey,fútbol,SD Eibar","Simeone: ""Las críticas siempre existieron, en el fútbol, la política, la religión, la vida...""",http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_zy0nphc7,"Prioridad para mañana: ""Trabajar en consecuencia de lo que pide el partido ante un rival muy trabajado que juega en equipo más allá de los nombres, por sus características no cambia mucho independientemente de qué futbolistas jueguen. Hay que llevar el partido a donde más nos conviene"". Críticas: ""Las críticas siempre existieron, en el fútbol, en la política, en la religión, en la vida..."" Oblak, codiciado: ""Es un portero con una jerarquía y un presente extraordinario. Esperamos que vuelva de la mejor manera para que las cosas sigan saliendo bien en equipo, desde que ha llegado nos ha dado mucho en cuanto al trabajo, el respeto y la constancia en cuanto al club y el equipo se refiere"". Cerezo habla de Simeonedependencia: ""Depende de cómo se mire, la dependencia en cuanto a seguir lo que quiera el entrenador es lógico, cualquier equipo depende de su entrenador para que las cosas salgan bien. Sin el alineamiento de lo que pide el entrenador no habría resultados positivos, no sería saludable que el entrenador, el club y los futbolistas fueran cada uno por un lado, lo más normal es que se siga todo al trabajo grupal"". Respuesta de la grada: ""Es un partido importante, son cuartos, no se llega a semifinales de Copa todos los días, tenemos ilusión y toda la gente que pueda venir bienvenido sea"". Retener a Griezmann: ""Yo no ato a nadie, trabajo en consecuencia de lo que creo importante para seguir mejorando en consecuencia de lo que le viene bien al club. Es normal que a Griezmann lo quieran todos los grandes equipos del mundo"". Partido parecido al de la última salida de Liga: ""El Eibar más allá del once que utilice, tiene un trabajo en equipo muy bueno, los que entran lo hacen igual en consecuencia del trabajo que tienen: llegan con cuatro delanteros, hacen buena presión en mitad de campo... No me imagino otro partido que no sea competido"". Rotaciones: ""No pensamos nunca en esas situaciones, sino en lo que tenemos por delante y en cómo resolverlo de la mejor manera. Intentaremos sacar lo primero el partido de mañana"". Ilusión por la Copa: ""Siempre valoramos la Copa de la misma manera aun perdiendo con el Celta o ganándola en el Bernabéu. Le tenemos un gran respeto porque ha sido un embrión enorme para todo lo que vino después y además porque históricamente es algo bonito para el Atlético"".",http://v.uecdn.es/p/110/thumbnail/entry_id/0_zy0nphc7/width/660/cache_st/20170118213050/type/2/bgcolor/000000/0_zy0nphc7.jpg,http://www.marca.com/futbol/atletico/2017/01/18/587fa198ca47411d7e8b45f4.html,2017-01-23T16:27:31.095019,2017-01-18T18:11:31+01:00
93982017-01-23T16:27:31.627645,http://schema.org,atletico,marca,"Atlético de Madrid,Primera División","El dueño de Wanda, sobre el Atlético: ""Los clubes no dan dinero, lo queman""",,"El presidente y fundador del grupo Wanda, Wang Jianlin, aseguró en el Foro Económico Mundial de Davos que su inversión en el Atlético de Madrid, del que posee un 20 ciento, ""no da dinero, el Atlético quema el dinero"", aunque admitió que el fútbol le permite acceder a nuevos negocios.Jianlin, considerado el hombre más rico de China, aclaró que invertir en un club de fútbol no es, ni por asomo, rentable, como puede serlo el sector inmobiliario o del entretenimiento. Pero, aunque reconoció que le gusta más ""el dinero que el deporte"", explicó que a través del fútbol y de otros deportes, como el ciclismo, se puede acceder a eventos y negocios a nivel global, en los que de otro modo es muy difícil entrar.Wanda ya es uno de los seis principales patrocinadores de la FIFA: ""Me encanta el fútbol, y si da dinero, mejor, porque me encanta el dinero"". Jianlin, que fundó Dalian Wanda en 1988, es el hombre más rico de China, según la revista Forbes, que estima su fortuna en 32.100 millones de dólares.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/18/14847445595569.jpg,http://www.marca.com/futbol/atletico/2017/01/18/587f677f468aeba90b8b458f.html,2017-01-23T16:27:31.627645,2017-01-18T14:03:13+01:00
18092017-01-23T16:27:32.281081,http://schema.org,atletico,marca,"Atlético de Madrid,Copa del Rey","Carrasco, titular un mes después",,"Yannick volverá a figurar hoy en el once titular de Simeone para el enfrentamiento de cuartos de final de la Copa del Rey. Carrasco no aparecía de inicio en la alineación desde hace más de un mes. Fue en la jornada 16 de Liga ante Las Palmas, el pasado 17 de diciembre. 33 días después, el belga será nuevamente de la partida. Carrasco volvió a disputar unos minutos el pasado sábado ante el Betis, cuando El Cholo decidió darle entrada por Gaitán en el minuto 62. Esa escasa media hora de juego fueron sus primeros minutos en el nuevo año, pues el belga se perdió los dos duelos de Copa ante Las Palmas y el de Liga frente al Eibar por una leve peritendinitis en el tendón de Aquiles izquierdo. titularidades lleva el belga en la presente temporadaEn la previa de la ida de los octavos de la Copa del Rey, Simeone dio un toque de atención a Yannick sobre la posición que debe ocupar en el campo, asegurando que al belga no le gusta jugar por la derecha, precisamente la zona en la que el míster necesita alternativas: ""Estamos buscando gente que sienta la necesidad y ambición de lastimar por ese lado"". El técnico puso como ejemplo de sacrificio a Giménez, que ocupó el mediocentro y a Juanfran, quien precisamente jugó en la maltrecha banda derecha, a la que ahora regresará Carrasco. El jugador belga no había dejado de participar en ninguno de los choques del Atlético en la presente campaña hasta la baja por lesión. El 10 rojiblanco participó en los 24 encuentros que los de Simeone llevaban en la 16-17. Titular en 18 ocasiones entre Champions, Liga y Copa, Carrasco tuvo minutos en todos y cada uno de los partidos hasta el choque ante el Guijuelo en el Calderón y ya no regresaría hasta el último duelo frente al Betis, con el que completó un total de 1.502 minutos en la actual temporada. Una decena de tantos le contemplan hasta ahora y esta tarde gozará de una nueva oportunidad para poder ampliar esa marca.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/19/14848108699653.jpg,http://www.marca.com/futbol/atletico/2017/01/19/58806a9e268e3e24558b457f.html,2017-01-23T16:27:32.281081,2017-01-19T08:29:23+01:00
2602017-01-23T16:27:33.141453,http://schema.org,atletico,marca,"Atlético de Madrid,Primera División,fútbol",A 2.000 de los 100.000,,"El ritmo no para en las oficinas del Atlético. En lo que va de año ya se han afiliado al club rojiblanco casi 1.300 hinchas nuevos, con lo que la entidad ha alcanzado ya la cifra de 98.000 socios, lo que le deja a sólo dos millares del objetivo que se fijaron en el área social para el momento del traslado al Wanda Metropolitano el próximo verano.En el momento en que se estudió el reto de alcanzar los 100.000 socios se estimó una cifra ambiciosa, pero la realidad ha terminado por superar cualquier pronóstico y, a siete meses de la mudanza rumbo al nuevo estadio, el Atlético tiene más que encarrilado su sueño de alcanzar una masa social tan importante como sería llegar a esa cifra de hinchas afiliados.Cabe recordar que el club anunció que cerraba el año 2016 con 96.707 socios, lo que suponía un incremento de un 16% con respecto a la cifra con la que echaron el cierre a 2015.Esto significa que en apenas 18 días se han dado de alta 1.293 aficionados, una cantidad desproporcionada con respecto a otras épocas del año. El club, en este sentido, está poniendo en marcha numerosas campañas de captación basadas en descuentos a la hora de adquirir material del equipo o entradas, así como invitaciones para determinados encuentros de los del Cholo en el Calderón.De estos 98.000 socios, por cierto, más de 35.000 ya han reservado su correspondiente localidad en el Wanda Metropolitano a lo largo de la temporada, lo que lleva a pensar que las gradas del nuevo feudo del Atlético lucirán un gran aspecto cuando se estrene allá por el mes de septiembre.",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/18/14847665134019.jpg,http://www.marca.com/futbol/atletico/2017/01/18/587fbdaeca47412e5a8b4602.html,2017-01-23T16:27:33.141453,2017-01-18T20:10:47+01:00
