team,url,@context,articleSection,id,newspaper,keywords,articleBody,images,dateCreated,datePublished,commentCount,headline
madrid,http://www.sport.es/es/noticias/real-madrid/sepa-cuanto-cobra-cristiano-ronaldo-por-tuit-5756814,http://schema.org,Real Madrid,242017-01-21T18:51:10.345639,sport,,"Cristiano Ronaldo, estrella portuguesa del Real Madrid, es el deportista mejor pagado en Twitter. Según un estudio realizado por Opendorse, Cristiano Ronaldo se mantiene al frente de esta clasificación en las redes sociales.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Cristiano Ronaldo se ha convertido en todo un reclamo para atraer a los consumidores y eso ha hecho de él una celebridad incluso fuera de los terrenos de juego. Se trata del deportista que buscan las grandes marcas par que sea su imagen. Eso le ha convertido en el jugador mejor pagado en Twitter.Cristiano Ronaldo es el deportista mejor pagado en Twitter, según datos de 2016 de la agencia de comunicación social Opendorse. Cristiano Ronaldo es el deportista que más dinero ingresa por cada tuit publicitario que pone en su perfil. El portugués percibe 260.490 euros por cada tuit, superando así la cifra de hace un año. Y todo gracias a que Cristiano Ronaldo también es el deportista con más seguidores en Twitter: 49,2 millones de seguidores.I can rise to any challenge @DwyaneWade gives me. Tell him who you think won? #raiseit ���� https://t.co/i6J4wmrc1W pic.twitter.com/XsVX8MuPgVEn esta peculiar clasificación, a Cristiano Ronaldo le siguen jugadores como Lebron James o Neymar, estrella brasileña del FC Barcelona, que completarían el podio de este ranking. Lebron James, figura de la NBA, cobra 123.763 euros, mientras que Neymar supera también los 100.000 euros.Foco nos teus objetivos, isso é o que importa ! pic.twitter.com/QrHQxhbftfRafa Nadal es el primer español clasificado en esta relación con 51.452 euros por cada tuit publicado.Happy for the win! Amazing crowd at the #ausopen Heading back home to rest! pic.twitter.com/kz05VF3CSpNOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/1/3/1484992756131.jpg,2017-01-21T18:51:10.345639,2017-01-21T11:13:19+01:00,,Sepa cuánto cobra Cristiano Ronaldo por un tuit
madrid,http://www.sport.es/es/noticias/real-madrid/asi-recupera-james-rodriguez-5756993,http://schema.org,Real Madrid,74692017-01-21T18:51:10.789375,sport,,"James Rodríguez, estrella colombiana del Real Madrid, sigue con su proceso de recuperación. Mientras sus compañeros afrontarán este sábado el duelo ante el Málaga en el Bernabéu, correspondiente a la Liga Santander 2016 / 2017, James Rodríguez sigue trabajando en el gimnasio.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        James Rodríguez, precisamente, ha colgado en las redes sociales unas imágenes en las que se le ve trabajando en una máquina con el fin de estar lo antes posible a disposición de su entrenador, Zinedine Zidane.Precisamente, Zidane comentó en la pasada rueda de prensa sobre la ausencia continuada de James Rodríguez que ""tiene todavía molestias en el sóleo pero creo que la semana que viene, ojalá que ya el lunes, esté con nosotros. Hemos tenido muchas lesiones pero pocas musculares, espero que James ya esté con el equipo el lunes. Es nuestra idea. Los fisios están trabajando bien con él"".James se lesionó tras el partido el Granada en el estadio Santiago Bernabéu y ya lleva dos semanas de baja, completando un tratamiento de recuperación y se ha perdido tres partidos del Real Madrid que serán cuatro con de este sábado ante el Málaga.James Rodríguez sigue recuperándose para volver más fuerte #Animo . . {@jamesrodriguez10} ⚽Cuentas Aliadas⚽ ��@jamesnatiions�� ⚡@realmadridjr10⚡ ☀@fans_verdaderos_de_james ☀ &squf; &EmptyVerySmallSquare; #JamesRodriguez #JamesRodriguez10 #HalaMadrid #LosBlancos #realmadridUn vídeo publicado por Fans De James Rodríguez ™ (@jamesdrodriguezzfans) el En vídeo James Rodríguez ejercitándose en el interior de las instalaciones. . . {@jamesrodriguez10} ⚽Cuentas Aliadas⚽ ��@jamesnatiions�� ⚡@realmadridjr10⚡ ☀@fans_verdaderos_de_james ☀ &squf; &EmptyVerySmallSquare; #JamesRodriguez #JamesRodriguez10 #HalaMadrid #LosBlancos #realmadridUn vídeo publicado por Fans De James Rodríguez ™ (@jamesdrodriguezzfans) el NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/6/1/1485001648016.jpg,2017-01-21T18:51:10.789375,2017-01-21T14:07:51+01:00,,Así se recupera James Rodríguez
madrid,http://www.sport.es/es/noticias/real-madrid/cristiano-ronaldo-dispara-las-alarmas-5756967,http://schema.org,Real Madrid,54852017-01-21T18:51:10.816798,sport,,"Cristiano Ronaldo, estrella del Real Madrid, ha hecho saltar todas las alarmas este viernes por la noche cuando ha ingresado en el autocar del club blanco que les iba a llevar al hotel de concentración.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Cristiano Ronaldo, que no pasa por un buen momento, ha aparecido con un fuerte vendaje en una mano. Cristiano Ronaldo sufre molestias en la mano derecha como consecuencia que un golpe que sufrió durante el entrenamiento previo al encuentro Real Madrid - Málaga, que este sábado se disputa en el Santiago Bernabéu.Se trata de una medida preventiva. No se espera que estas molestias puedan ser suficientemente importantes para que el jugador portugués no formó parte del once titular del Real Madrid que recibe este sábado al Málaga en el partido correspondiente a la última jornada de la primera vuelta de la Liga Santander 2016 / 2017.El jugador está siendo tratado por los servicios médicos del Real Madrid, que han sido quienes le han puesto ese aparatoso vendaje en la mano derecha.NOTICIAS RELACIONADASRecordemos que el Real Madrid buscará ante el Málaga romper la racha de derrotas que llevan de los dos últimos partidos ante el Celta, en la Copa del Rey, y el Sevilla, en la Liga.Más información",http://estaticos.sport.es/resources/jpg/4/8/1485003077684.jpg,2017-01-21T18:51:10.816798,2017-01-21T13:53:27+01:00,,Cristiano Ronaldo dispara las alarmas
madrid,http://www.sport.es/es/noticias/real-madrid/invento-zidane-alineacion-para-esconder-danilo-5757130,http://schema.org,Real Madrid,99442017-01-21T18:51:10.915994,sport,,"El Real Madrid presenta una alineación revolucionaria en el encuentro Real Madrid - Málaga que se disputa esta tarde en el Santiago Bernabéu, correspondiente a la última jornada de la primera vuelta de la Liga Santander 2016 / 2017.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Zinedine Zidane, entrenador del Real Madrid, ha presentado un equipo novedoso condicionado, sobre todo, por las dos derrotas consecutivas que el equipo madridista ha cosechado en los dos últimos partidos tanto en la Liga como en la Copa del Rey y, también, por la lesión del defensa Carvajal.Zidane, que defendió a Danilo en la última rueda de prensa, ha vuelto a colocar al brasileño en el banquillo, cuando tenía que ser el sustituto natural de Carvajal. Danilo, que falló ante el Sevilla en la Copa y no jugó ante el Celta debido a las críticas que recibía de los aficionados, sigue escondido en el banquillo.Ante esta situación, Zidane ha apostado por Nacho, que sirve para todo. De esta manera, Keylor Navas regresa a la portería: en defensa estarán Nacho, Varane, Sergio Ramos y Marcelo,; en el centro del campo Casemiro, Modric y Kroos, mientras que en ataque estarán Lucas Vázquez, Benzema, que vuelva a la titularidad, y Cristiano Ronaldo, que tiene molestias en la mano.NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/4/7/1485008128674.jpg,2017-01-21T18:51:10.915994,2017-01-21T16:43:30+01:00,,El invento de Zidane en la alineación para esconder a Danilo
madrid,http://www.sport.es/es/noticias/real-madrid/penaranda-cristiano-ejemplo-para-los-que-tienen-talento-5757181,http://schema.org,Real Madrid,61742017-01-21T18:51:10.963202,sport,,"Adalberto Peñaranda, jugador venezolano del Málaga, va a verse las caras este domingo con la estrella portuguesa del Real Madrid, Cristiano Ronaldo, con motivo del Real Madrid - Málaga de la Liga Santander 2016 / 2017.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        En una reciente entrevista, cuando le han preguntado sobre Cristiano Ronaldo, Adalberto Peñaranda ha querido quedar tan bien con la estrella portuguesa que se ha hecho un importante lío cuando ha querido definirlo.Peñaranda ha definido a su manera a Cristiano Ronaldo. Ha sido un elogio, aunque a la hora de la verdad lo que ha hecho es desprestigiarle ante la opinión pública.A Peñaranda solo se le ha ocurrido decir que ""Cristiano Ronaldo es un ejemplo para los futbolistas que quieren triunfar y no tienen talento”, en una entrevista concedida a Deportes Cuatro.En la misma entrevista, el delantero venezolano, tras reconocer que ""Cristiano es un gran jugador, de los mejores"", admite que ""yo me fijo más en Neymar"".No esconde tampoco que ""me encantaría jugar para Real Madrid o Barça"".NOTICIAS RELACIONADASVeremos que sucede esta tarde en el Santiago Bernabéu cuando se vea las caras con Cristiano Ronaldo en el Real Madrid - Málaga.Más información",http://estaticos.sport.es/resources/jpg/6/4/1485020578146.jpg,2017-01-21T18:51:10.963202,2017-01-21T18:44:18+01:00,,"Peñaranda: ""Cristiano es un ejemplo para los que no tienen talento"""
madrid,http://www.sport.es/es/noticias/real-madrid/real-madrid-escapa-una-perla-del-futbol-europeo-5757045,http://schema.org,Real Madrid,56562017-01-21T18:51:11.010646,sport,,"El Real Madrid ha visto como una perla del fútbol europeo ha decidido desestimar su oferta cuando lo tenía practicamente atado. Según recoge el diario sueco 'Aftonbladet', el joven jugador sueco, Isak, ha dado calabazas al Real Madrid.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        TemasAlexander Isak, un joven jugador de 17 años, que milita en el AIK Solna sueco, ha tomado una decisión que seguro que no gustará al Real Madrid. El Real Madrid lo tenía todo atado. Había llegado a un acuerdo con el AIK Solna para el traspaso y había convencido al jugador. Este, no obstante, pidió tiempo para estudiarlo y la respuesta no ha podido ser más negativa para el Real Madrid.Según informa Aftonbladet, Alexander Isak, por el que el Real Madrid pagaba 10 millones de euros al AIK Solna, ha decidido apostar por otra oferta. Se trata de la oferta del Borussia Dortmund, donde Isak entiende que puede progresar más y mejor que en el Real Madrid. Su ascenso al primer equipo sería ma's fácil en el club alemán que en el Real Madrid.De momento, aún no hay nada oficial, pero Isak, que es un gran seguidor del Barcelona, podría batir el récord de Zlatan Ibrahimovic en el fútbol sueco. ^pr el se pagarían 95 millones de coronas, que es una cifra superior a la que pagó el Ajax al Malmoe por Ibrahimovic.NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/3/2/1481202206423.jpg,2017-01-21T18:51:11.010646,2017-01-21T17:36:31+01:00,,Al Real Madrid se le escapa una perla del fútbol europeo
madrid,http://www.sport.es/es/noticias/real-madrid/peculiar-celebracion-los-goles-sergio-ramos-5757240,http://schema.org,Real Madrid,94012017-01-21T18:51:11.274967,sport,,"Sergio Ramos, capitán del Real Madrid, ha demostrado una vez más que es una gran atacante, de lo mejor en el Real Madrid. Sergio Ramos ha marcado dos goles del Real Madrid ante el Málaga que lo situan en el segundo máximo goleador del equipo en la Liga Santander 2016 / 2017.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Sergio Ramos, con este doblete, ya suma ocho goles en lo que llevamos de temporada, seis en la Liga Santander 2016 / 2017. Una manera de conciliarse con la afición del Real Madrid, que le criticó en la última derrota ante el Celta de Vigo en la Copa del Rey 2016 / 2017.Han sido dos goles que han llegado en acción parada. en una jugada de estrategia. La primera a la salida de un córner y la segunda tras un lanzamiento de falta ejecutado por Kroos.Sus celebraciones, no obstante, han sido realmente especiales.En el primer gol, Sergio Ramos se ha dirigido a la grada, ha hecho una serie de gestos y posteriormente se ha besado uno de los tatuajes que tiene en el brazo izquierdo. Parece que ha besado la imagen que tiene de su madre.A continuación, junto a Lucas Vázquez, han hecho unos pasos de baile o un saludo especial.Un gesto que, junto a Lucas Vázquez, ha repetido tras la consecución del segundo gol. Antes, también se había dirigido a la grada y había mostrado su dorsal en la espalda al más puro estilo Cristiano Ronaldo.NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/7/7/1485019395577.jpg,2017-01-21T18:51:11.274967,2017-01-21T18:23:46+01:00,,La peculiar celebración de los goles de Sergio Ramos
madrid,http://www.sport.es/es/noticias/real-madrid/cristiano-ronaldo-falla-bernabeu-pierde-paciencia-5757212,http://schema.org,Real Madrid,13582017-01-21T18:51:11.351781,sport,,"Cristiano Ronaldo, estrella del Real Madrid, no ha empezado con buen pie el partido Real Madrid - Málaga, correspondiente a la última jornada de la primera vuelta de la Liga Santander 2016 / 2017.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Cristiano Ronaldo, que está jugando con un vendaje en la mano derecha, ha tenido un par de ocasiones ante la portería de Kameni, portero camerunés del Málaga, que no ha sabido aprovechar.Precisamente la más clara ha sido un uno contra uno de Cristiano Ronaldo con Kameni, en la que el delantero portugués, que no pasa por un buen momento, se ha quedado solo ante Kameni en el área malacitana. Kameni le ha ganado la partida a Cristiano Ronaldo, que ha lamentado el error, mientras en el Bernabéu se han comenzado a oir los primeros silbidos.Era el minuto 12 de juego y el Real Madrid, que viene de dos derrotas, empezaba a ponerse nervioso. Sólo ha faltado ver como  minutos más tarde el Málaga creará dos ocasiones claras de gol. La primera de Chory Castro, que ha enviado el balón al poste, y la segunda de Lucas, que ha neutralizado Keylor Navas.NOTICIAS RELACIONADASUnos instantes donde el Santiago Bernabéu ha empezado a perder la paciencia.Más información",http://estaticos.sport.es/resources/jpg/0/8/1485020441880.jpg,2017-01-21T18:51:11.351781,2017-01-21T18:41:39+01:00,,Cristiano Ronaldo falla y el Bernabéu pierde la paciencia
madrid,http://www.sport.es/es/noticias/real-madrid/partido-historico-para-venezuela-santiago-bernabeu-5757195,http://schema.org,Real Madrid,38942017-01-21T18:51:11.419971,sport,,"El Real Madrid - Málaga, correspondiente a la última jornada de la primera vuelta de la Liga Santander 2016 / 2017, va a pasar a la historia del fútbol europeo y venezolano.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Por primera vez en la historia, cuatro jugadores venezolanos van a ser titulares en un mismo equipo. Según informa, 'MisterChip', esta es, además, la primera vez en la historia que cuatro jugadores venezolanos juegan de titular en un mismo equipo en las cinco grandes ligas euorpeas.Estamos hablando de Roberto Rosales, Mikel Villanueva, Adalberto Peñaranda y Juanpi Añor. Son cuatro jugadores del Málaga que este domingo han saltado al terreno de juego del Santiado Bernabéu paar disputar el encuentro Real Madrid - Málaga de la liga Santander 2016 / 2017.Una situación, no osbtante, que ya se produjo en el pasado encuentro ante la Real Sociedad, aunque no en el once titular. En ese encuentro, la entrada de Juanpi Añor al terreno de juego provocó que hubiesen los cuatro jugadores venzolanos en el campo por primera vez.Un día importante, pues, para el fútbol venezolano que ha conseguido que sus estrellas estén triunfando en el fútbol europeo.NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/7/6/1485011925567.jpg,2017-01-21T18:51:11.419971,2017-01-21T16:28:57+01:00,,Partido histórico para Venezuela en el Santiago Bernabéu
madrid,http://www.sport.es/es/noticias/real-madrid/lucas-vazquez-renueva-con-madrid-hasta-2021-5588997,http://schema.org,Real Madrid,25592017-01-21T18:51:11.489953,sport,,"Lucas Vázquez ha sido el siguiente. El Real Madrid ha anunciado la renovación del delantero hasta el 2021 tras cerrar la continuidad de Kroos y Modric las útimas semanas.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Ahora le ha llegado el turno al delantero, que regresó el curso pasado a la entidad tras ser cedido al Espanyol, y que se ha convertido en una pieza importante para Zidane, a menudo desde el banquillo. Vázquez comparecerá ante los medios mañana a partir de la 13.30 para expresar sus sensaciones tras el acuerdo de renovación con el club blanco. El jugador siempre había expresado su deseo de seguir en la entidad blanca y a partir de ahora espera seguir siendo protagonista con el primer equipo. La presencia de la BBC dificulta que pueda tener continuidad en un equipo lleno de estrellas.Y más aún con el excedente de mediapuntas que tiene el Madrid, con jugadores como Isco y James, que también buscan su sitio en el once inicial.Es por eso que salvo en algunas fases de la temporada, Vázquez ha actuado más como revulsivo, por su desborde y desequilibrio, que como un futbolista estrcurual en el Madrid de Zidane.   Más información",http://estaticos.sport.es/resources/jpg/4/1/1477484603014.jpg,2017-01-21T18:51:11.489953,2016-11-03T18:27:02+01:00,,Lucas Vázquez 2021
madrid,http://www.sport.es/es/noticias/real-madrid/fuera-juego-sergio-ramos-segundo-gol-5757279,http://schema.org,Real Madrid,33572017-01-21T18:51:11.514147,sport,,"Sergio Ramos, capitán del Real Madrid, se ha convertido en el gran protagonista del partido Real Madrid - Málaga, que se está disputando en el Santiago Bernabéu, correspondiente a la última jornada de la primera vuelta de la Liga Santander 2016 / 2017.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Sergio Ramos ha sido el autor de los dos primeros goles del Real Madrid. El primero ha sido totalmente legal, pero no se puede decir lo mismo del segundo. Sergio Ramos se encontraba en fuera de juego cuando el alemán Kross ha ejecutado una falta desde la banda izquierda. Una posición totalmente ilegal que ha permitido colocarse al Real Madrid con dos goles de ventaja y practicamente sentenciar el partido.Sergio Ramos no era el único que estaba en fuera de juego en esta jugada. También lo estaban Cristiano Ronaldo y Benzema, que volvía a la titularidad. El árbitro Gil Manzano, de todas formas, ha dado por buena la jugada y ha permitido que el segundo gol del Real Madrid y de Sergio Ramos subiera al marcador.Con estos dos goles, Sergio Ramos 46 goles de cabeza de los 80 que ha marcado en partidos oficiales tanto con el Real Madrid y el Sevilla como con la selección españolaNOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/5/3/1485019351435.jpg,2017-01-21T18:51:11.514147,2017-01-21T18:23:02+01:00,,Fuera de juego de Sergio Ramos en el segundo gol
madrid,http://www.sport.es/es/noticias/real-madrid/horario-donde-ver-real-madrid-malaga-liga-5756805,http://schema.org,Real Madrid,8272017-01-21T18:51:11.555347,sport,,"El Real Madrid recibe este sábado (16:15h, beIN LaLiga) al Málaga, en el estadio Santiago Bernabéu, en partido correspondiente a la última jornada de la primera vuelta del calendario de Liga. Sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        El equipo de Zinedine Zidane afronta el duelo ante el equipo de Marcelo Romero inmerso en una crisis de resultados tras encadenar dos derrotas consecutivas. El propio entrenador ha reconocido que el equipo tiene un problema y que Cristiano Ronaldo no ha estado fino en los últimos partidos. Estas son todas las televisiones que ofrecerán el encuentro en todo el planeta: NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/1/2/1484989109321.jpg,2017-01-21T18:51:11.555347,2017-01-21T11:54:46+01:00,,Horario y dónde ver el Real Madrid - Málaga de Liga
madrid,http://www.sport.es/es/noticias/real-madrid/lesion-marcelo-madrid-malaga-5757228,http://schema.org,Real Madrid,24292017-01-21T18:51:11.641999,sport,,"Problemas para el Madrid de Zidane. Uno de los jugadores más fiables del equipo blanco, Marcelo, se lesionó en el minuto 25 de la primera parte del partido entre el Real Madrid y el Málaga y tuvo que ser sustituido de inmediato.
            
            	
            
            
            	
            
            
            	
            
			
			
        El lateral sintió molestias en la parte posterior del muslo izquierdo tras una acción en defensa y rápidamente se dio cuenta que no podía continuar jugando. Miró a Zidane y pidió el cambio, algo que tardó muy poco en producirse.La sorpresa fue el hombre elegido por Zidane para entrar al campo: Isco. En lugar de optar por Danilo -suplente de inicio- para ocupar el lateral, dio entrada al malagueño, lo que provocó un doble cambio posicional: Nacho se colocó de lateral zurdo y Lucas Vázquez bajó al flanco derecho. La baja de Marcelo se suma a la larga lista de lesionados que tiene el conjunto blanco y que conforman Dani Carvajal, James, Pepe, Coentrao y Gareth Bale. El brasileño era el cuarto jugador del Madrid con más minutos en liga, algo que finalmente ha pasado factura. El lunes le harán pruebas al lateral para conocer con exactitud el alcance de la lesión.Más información",http://estaticos.sport.es/resources/jpg/3/1/1485019590513.jpg,2017-01-21T18:51:11.641999,2017-01-21T18:28:30+01:00,,¡Lesión de Marcelo!
madrid,http://www.sport.es/es/noticias/real-madrid/real-madrid-5757185,http://schema.org,Real Madrid,87392017-01-21T18:51:11.776013,sport,,"El capitán del Real Madrid, Sergio Ramos, ha salido este sábado al rescate de su equipo en el duelo de Liga contra el Málaga (2-1). El central, autor de dos goles (el segundo en fuera de juego) a balón parado, sacó al equipo de Zinedine Zidane de la dinámica negativa en la que se había instalado después de dos derrotas consecutivas (Sevilla y Celta).
            
            	
            
            
            	
            
            
            	
            
			
			
        FICHA TÉCNICALaLiga Santander 2016 -2017 · Jornada 19Keylor Navas; Nacho, Varane, Sergio Ramos (c), Marcelo (Isco, min. 25); Modric, Casemiro, Kroos (Kovavic, min. 78); Lucas Vázquez, Benzema (Morata, min. 82) y Cristiano Ronaldo.Kameni; Rosales, Luis Muñoz, Mikel Villanueva, Juan Carlos (Demichelis, min. 73); Recio, Camacho (c); Juanpi, Pablo Fornals, Chory Castro (Jony, min. 67); y Peñaranda (Michael Santos, min. 79). De cabeza, a la salida de un saque de esquina lanzado por Kroos desde la derecha del ataque madridista. Superó a Kameni por su derecha.  Alargando la pierna derecha, desde dentro del área, tras una falta lateral lanzada por Kross con rosca. El gol no debió subir al marcador por encontrarse Ramos, Benzema y Cristiano Ronaldo en posición de fuera de juego. Con la zurda, desde dentro del área, después de recoger un rechace de Keylor Navas a disparo de Juan Carlos. Mostró tarjetas amarillas a Casemiro (min. 37) por una entrada sobre Pablo Fornals, a Juan Carlos (min. 39) por derribar a Lucas Vázquez, a Camacho (min. 78) por falta sobre Casemiro, a Michael Santos (min. 85) por falta sobre Nacho y a Lucas Vázquez (min. 85) por una patada a Recio después de apuntarla y dejar seguir el juego tras conceder ley de la ventaja.Partido correspondiente a la 19ª jornada de LaLiga Santander 2016 - 2017 disputado en el estadio Santiago Bernabéu ante 72.687 espectadores.     El líder de LaLiga Santander se presentó a la cita sin el concurso de Danilo, abucheado por el Bernabéu el pasado miércoles contra el Celta (1-2) en partido de Copa. En su posición jugó Nacho. El equipo blanco fue más que el Málaga al inicio y final del primer tiempo, teniendo el equipo andaluz sus mejores momentos en los minutos centrales de la primera manga.El Madrid pudo liquidar la contienda en dos minutos, el 11 y el 12, cuando Benzema picó un balón y Cristiano Ronaldo no ganó un mano a mano con Kameni. Tampoco en el 15 pudo definir Benzema un centro de Lucas Vázquez. Pasado el temporal, el equipo del Gato Romero empezó a jugar sin complejos y llevó la inquietud y el nerviosismo a los graderíos del Bernabéu. Avisó Chory Castro con un remate al poste izquierdo de Keylor Navas (minuto 16). Y el uruguayo volvió a ser protagonista en el 18, cuando soltó un disparo desde la frontal que rechazó el meta local.A partir de ahí el Real Madrid volvió a activarse, pero sin deconectar al Málaga. Lucas Vázquez pudo inaugurar el marcador con un potente disparo que Kameni desvió apuradamente (minuto 24). Un minuto después tuvo que retirarse Marcelo, por lesión, entrando en su lugar Isco. Nacho pasó al lateral zurdo y Lucas Vázquez retrasó su posición a carrilero derecho.El central blanco desatascó el partido a balón parado. En un saque de esquina, una de sus acciones preferidas. Sergio Ramos ganó el balón aéreo que colocó Kroos y superó a Kameni en el minuto 35. El gol afectó al Málaga, que ya no tuvo poder de reacción.El Real Madrid lo aprovechó para asestar un golpe prácticamente definitivo en el minuto 43, cuando otra vez Sergio Ramos, tras otra jugada a balón parado, alargó la pierna derecha para enviar al fondo de la red un servicio de falta de Kroos. El tanto, sin embargo, no dió subir al marcador por fuera de juego del central, Cristiano Ronaldo y Benzema.La segunda mitad el Madrid salió a liquidar el partido, pero los minutos fueron pasando con un Málaga sólido y sin conceder ocasiones. Poco a poco fue animándose el equipo andaluz y encontró el premio en el minuto 63 gracias a Juanpi, que envió a la red un rechace de Keylor Navas a disparo de Juan Carlos. En la jugada siguiente Chory Castro exigió lo máximo del portero madridista. Tuvo el empate. Fue entonces cuando el Bernabéu empezó a silbar a los suyos.El equipo de Zidane volvió a entrar en el partido y puso otra marcha. Dispuso de hasta tres ocasiones para finiquitar el duelo, pero Kameni evitó el autogol de Luis Muñoz en una defectuosa entrega al africano (minuto 74), el poste se encargó de rechazar un disparo de Cristiano Ronaldo (minuto 75) y otra vez Kameni rechazó un disparo raso del portugués.A partir de ahí el Madrid priorizó el balón a cualquier otra cosa, aunque muy pendiente de las posesiones del Málaga para evitar transiciones y con la mirada en el marco de Kameni para encontrar el gol de la tranquilidad, que no encontró.Más información",http://estaticos.sport.es/resources/jpg/5/5/1485018750355.jpg,2017-01-21T18:51:11.776013,2017-01-21T18:19:35+01:00,,Sergio Ramos frena la crisis del Real Madrid
madrid,http://www.sport.es/es/noticias/real-madrid/james-rodriguez-espectador-mas-bernabeu-5757293,http://schema.org,Real Madrid,58622017-01-21T18:51:11.803787,sport,,"James Rodríguez, estrella colombiana del Real Madrid, ha sido un espectador más en el Real Madrid - Málaga, que se está disputando en el Santiago Bernabéu, correspondiente a la Liga Santander 2016 / 2017.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        James Rodríguez arrastra una lesión desde hace varios partidos y, de momento, ya se ha perdido cuatro partidos con el Real Madrid si tenemos en cuenta este último ante el Málaga.James Rodríguez, mientras, sigue trabajando en la recuperación de la lesión que arrastra con el fin de estar lo antes posible a disposiciòn de su entrenador, Zinedine Zidane. Se espera que James Rodríguez ya pueda volver a entrenar con sus compañeros este lunes, aunque la evolución de su lesión será la que marcara lo pasos a seguir.Ante la imposibilidad de poder jugar, James Rodríguez lo que intenta es ayudar a sus compañeros, animandoles desde la grada, como ha hecho este sábado en el encuentro Real Madrid - Málaga. NOTICIAS RELACIONADASJames Rodríguez ha sido un espectador más, un aficionado más que ha animado al Real Madrid desde la grada. El colombiano lo ha hecho desde uno de los palcos que hay en el Santiago Bernabéu.Más información",http://estaticos.sport.es/resources/jpg/6/3/1485016175536.jpg,2017-01-21T18:51:11.803787,2017-01-21T17:38:06+01:00,,"James Rodríguez, un espectador más en el Bernabéu"
madrid,http://www.sport.es/es/noticias/real-madrid/cuento-cristiano-ronaldo-fallar-una-clara-ocasion-gol-5757327,http://schema.org,Real Madrid,4352017-01-21T18:51:11.832008,sport,,"Cristiano Ronaldo, estrella del Real Madrid, no pasa por un buen momento. Cristiano Ronaldo ha acabado siendo pitado por un sector de la afición del Real Madrid en el encuentro ante el Málaga, correspondiente a la última jornada de la primera vuelta de la Liga Santander 2016 / 2017.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Cristiano Ronaldo ha vuelto a estar negado ante la portería del Málaga. Kameni, el portero camerunés del Málaga, se ha convertido en una auténtica pesadilla para Cristiano Ronaldo, que no ha sabido cómo batirle a lo largo de los 90 minutos de juego.Precisamente, en una de estas jugadas, Cristiano Ronaldo, solo ante Kameni no ha sabido batirle. Ya había sucedido lo mismo en la primera parte, pero en la segunda aún se ha visto acrecentado. El portugués, después de que el Málaga acortase diferencias, no ha podido sentenciar ante Kameni.NOTICIAS RELACIONADASAntes los pitidos de un sector de la afición, Cristiano Ronaldo ha empezado a tocarse el pie, como si tuviera molestias e incluso ha parecido como solicitaba el cambio. No ha sido así, Cristiano Ronaldo ha continuado sobre el terreno de juego, mientras seguía oyendo algunso pitidos de los aficionados madridistas.Más información",http://estaticos.sport.es/resources/jpg/7/1/1485020189717.jpg,2017-01-21T18:51:11.832008,2017-01-21T18:37:18+01:00,,El cuento de Cristiano Ronaldo al fallar una clara ocasión de gol
